episode,total_reward,path_completion_pct,mean_cross_track_error,mean_heading_error
1.0,586.2880654893816,100.0,0.11327199481021075,0.20670534039209623
2.0,584.5122133381665,100.0,0.11181799758767792,0.20126151187141916
3.0,588.8401927649975,100.0,0.10530313072205685,0.19234428618800417
4.0,586.2108249105513,100.0,0.11394688076062189,0.2125010691987278
5.0,586.5041228830814,100.0,0.11238651170057401,0.21054652400709825
